player_name,season,impact_overall,impact_offense,impact_defense,minutes_played,games_played,age,metric_source
Derrick Jones Jr.,2018-19,-0.5,-1.5,1,1153,60,21,bpm_basketball_reference
Derrick Rose,2018-19,1.4,3.2,-1.7,1392,51,30,bpm_basketball_reference
Derrick White,2018-19,0.9,-0.4,1.3,1728,67,24,bpm_basketball_reference
Devin Booker,2018-19,1,3.3,-2.3,2242,64,22,bpm_basketball_reference
Devin Harris,2018-19,-2.2,-2.6,0.4,1071,68,35,bpm_basketball_reference
Devin Robinson,2018-19,1.9,0.8,1.1,95,7,23,bpm_basketball_reference
Devonte' Graham,2018-19,-4,-2.6,-1.3,676,46,23,bpm_basketball_reference
Dewayne Dedmon,2018-19,0.5,-0.3,0.8,1609,64,29,bpm_basketball_reference
Deyonta Davis,2018-19,-2,-1.5,-0.6,118,9,22,bpm_basketball_reference
Dillon Brooks,2018-19,-6.3,-5,-1.2,330,18,23,bpm_basketball_reference
Dion Waiters,2018-19,-1.1,-0.5,-0.6,1138,44,27,bpm_basketball_reference
Dirk Nowitzki,2018-19,-3.9,-2.7,-1.2,795,51,40,bpm_basketball_reference
Domantas Sabonis,2018-19,3.1,1.9,1.3,1838,74,22,bpm_basketball_reference
Donatas Motiejūnas,2018-19,-21.7,-19.4,-2.3,13,3,28,bpm_basketball_reference
Donovan Mitchell,2018-19,1.3,1.2,0.1,2598,77,22,bpm_basketball_reference
Donte DiVincenzo,2018-19,-2.2,-2.8,0.6,411,27,22,bpm_basketball_reference
Donte Grantham,2018-19,-37.6,-23.6,-14,2,3,23,bpm_basketball_reference
Dorian Finney-Smith,2018-19,-1.4,-1.8,0.4,1985,81,25,bpm_basketball_reference
Doug McDermott,2018-19,-1.4,-0.5,-0.9,1340,77,27,bpm_basketball_reference
Dragan Bender,2018-19,-4.1,-3.4,-0.8,826,46,21,bpm_basketball_reference
Draymond Green,2018-19,1.4,-1.3,2.7,2065,66,28,bpm_basketball_reference
Drew Eubanks,2018-19,-1.3,-1.9,0.7,113,23,21,bpm_basketball_reference
Duncan Robinson,2018-19,-3.5,-3.6,0.1,161,15,24,bpm_basketball_reference
Dusty Hannahs,2018-19,-9.7,-6.5,-3.2,26,2,25,bpm_basketball_reference
Dwayne Bacon,2018-19,-3.7,-2.1,-1.6,759,43,23,bpm_basketball_reference
Dwight Howard,2018-19,-3,-1.3,-1.7,230,9,33,bpm_basketball_reference
Dwight Powell,2018-19,2.9,2,0.9,1662,77,27,bpm_basketball_reference
Dwyane Wade,2018-19,0.6,0.8,-0.2,1885,72,37,bpm_basketball_reference
Dāvis Bertāns,2018-19,1.3,1.1,0.2,1632,76,26,bpm_basketball_reference
Džanan Musa,2018-19,-7.2,-6.3,-0.9,39,9,19,bpm_basketball_reference
E'Twaun Moore,2018-19,-2.3,-1.2,-1.1,1463,53,29,bpm_basketball_reference
Ed Davis,2018-19,0,-0.6,0.7,1446,81,29,bpm_basketball_reference
Edmond Sumner,2018-19,-5.3,-5.8,0.5,210,23,23,bpm_basketball_reference
Ekpe Udoh,2018-19,4.7,0.8,3.9,320,51,31,bpm_basketball_reference
Elfrid Payton,2018-19,-1.4,-0.7,-0.7,1250,42,24,bpm_basketball_reference
Elie Okobo,2018-19,-5.7,-4.2,-1.5,958,53,21,bpm_basketball_reference
Emanuel Terry,2018-19,2.3,-0.2,2.4,23,3,22,bpm_basketball_reference
Emmanuel Mudiay,2018-19,-2,-0.2,-1.8,1607,59,22,bpm_basketball_reference
Enes Freedom,2018-19,1,2.5,-1.5,1640,67,26,bpm_basketball_reference
Eric Bledsoe,2018-19,3.1,1.9,1.2,2272,78,29,bpm_basketball_reference
Eric Gordon,2018-19,-1.3,0.5,-1.8,2158,68,30,bpm_basketball_reference
Eric Moreland,2018-19,-4.7,-6.7,2,43,5,27,bpm_basketball_reference
Ersan İlyasova,2018-19,-2.3,-2.4,0.1,1231,67,31,bpm_basketball_reference
Evan Fournier,2018-19,-2.4,-1.8,-0.6,2553,81,26,bpm_basketball_reference
Evan Turner,2018-19,-1.3,-1.8,0.5,1605,73,30,bpm_basketball_reference
Frank Jackson,2018-19,-4.6,-2.9,-1.7,1169,61,20,bpm_basketball_reference
Frank Kaminsky,2018-19,0.3,1.4,-1.1,755,47,25,bpm_basketball_reference
Frank Mason III,2018-19,-3.1,-1.9,-1.3,435,38,24,bpm_basketball_reference
Frank Ntilikina,2018-19,-6,-5.2,-0.8,904,43,20,bpm_basketball_reference
Fred VanVleet,2018-19,0.5,0.4,0.1,1760,64,24,bpm_basketball_reference
Furkan Korkmaz,2018-19,-1.8,-1.6,-0.2,679,48,21,bpm_basketball_reference
Garrett Temple,2018-19,-2.8,-3.3,0.5,2040,75,32,bpm_basketball_reference
Gary Clark,2018-19,-0.7,-1.1,0.4,641,51,24,bpm_basketball_reference
Gary Harris,2018-19,-1.6,-1.2,-0.4,1639,57,24,bpm_basketball_reference
Gary Payton II,2018-19,18.9,8.3,10.6,16,3,26,bpm_basketball_reference
Gary Trent Jr.,2018-19,-10.8,-6.6,-4.2,111,15,20,bpm_basketball_reference
George Hill,2018-19,-1.4,-1.9,0.5,1302,60,32,bpm_basketball_reference
George King,2018-19,-7.9,-5.8,-2.1,6,1,25,bpm_basketball_reference
Georges Niang,2018-19,0,-0.2,0.2,516,59,25,bpm_basketball_reference
Gerald Green,2018-19,-1.7,-0.2,-1.5,1473,73,33,bpm_basketball_reference
Giannis Antetokounmpo,2018-19,10.4,6.3,4.1,2358,72,24,bpm_basketball_reference
Glenn Robinson III,2018-19,-3,-2.8,-0.1,610,47,25,bpm_basketball_reference
Goran Dragić,2018-19,-1.1,-0.5,-0.6,991,36,32,bpm_basketball_reference
Gordon Hayward,2018-19,0.8,0.4,0.4,1863,72,28,bpm_basketball_reference
Gorgui Dieng,2018-19,0.6,-0.3,0.9,1031,76,29,bpm_basketball_reference
Grayson Allen,2018-19,-6.3,-4.2,-2.1,416,38,23,bpm_basketball_reference
Greg Monroe,2018-19,-3.2,-2,-1.3,480,43,28,bpm_basketball_reference
Guerschon Yabusele,2018-19,-2.7,-2.5,-0.2,251,41,23,bpm_basketball_reference
Hamidou Diallo,2018-19,-4.2,-4.4,0.2,526,51,20,bpm_basketball_reference
Harrison Barnes,2018-19,-1.4,-0.2,-1.2,2533,77,26,bpm_basketball_reference
Harry Giles,2018-19,-3,-3.4,0.4,820,58,20,bpm_basketball_reference
Hassan Whiteside,2018-19,2.3,1.1,1.2,1674,72,29,bpm_basketball_reference
Haywood Highsmith,2018-19,-8.2,-5.8,-2.4,40,5,22,bpm_basketball_reference
Henry Ellenson,2018-19,-1.5,-1,-0.5,259,19,22,bpm_basketball_reference
Ian Clark,2018-19,-5.1,-3.3,-1.8,973,60,27,bpm_basketball_reference
Ian Mahinmi,2018-19,-3,-3.5,0.6,498,34,32,bpm_basketball_reference
Ike Anigbogu,2018-19,-16.2,-14,-2.3,6,3,20,bpm_basketball_reference
Iman Shumpert,2018-19,-1.9,-2.4,0.5,1481,62,28,bpm_basketball_reference
Isaac Bonga,2018-19,-4.8,-7,2.2,120,22,19,bpm_basketball_reference
Isaac Humphries,2018-19,-11,-6.2,-4.7,56,5,21,bpm_basketball_reference
Isaiah Briscoe,2018-19,-5,-5.4,0.4,559,39,22,bpm_basketball_reference
Isaiah Canaan,2018-19,-4.1,-2.7,-1.4,629,30,27,bpm_basketball_reference
Isaiah Hartenstein,2018-19,-3.9,-5.1,1.2,221,28,20,bpm_basketball_reference
Isaiah Hicks,2018-19,0.1,-2.1,2.2,32,3,24,bpm_basketball_reference
Isaiah Thomas,2018-19,-6.5,-4,-2.5,181,12,29,bpm_basketball_reference
Ish Smith,2018-19,-2,-1.6,-0.3,1251,56,30,bpm_basketball_reference
Ivan Rabb,2018-19,-1.4,-1.1,-0.3,721,49,21,bpm_basketball_reference
Ivica Zubac,2018-19,-0.5,-0.2,-0.2,1040,59,21,bpm_basketball_reference
J.J. Barea,2018-19,-0.6,1.2,-1.8,752,38,34,bpm_basketball_reference
J.P. Macura,2018-19,-7.7,-4.7,-2.9,17,2,23,bpm_basketball_reference
J.R. Smith,2018-19,-3.2,-3.7,0.5,222,11,33,bpm_basketball_reference
JJ Redick,2018-19,0.2,2.2,-2,2379,76,34,bpm_basketball_reference
JaKarr Sampson,2018-19,3.7,3.6,0.2,127,4,25,bpm_basketball_reference
JaMychal Green,2018-19,-1.7,-1.3,-0.4,1371,65,28,bpm_basketball_reference
JaVale McGee,2018-19,1.4,0.3,1.2,1671,75,31,bpm_basketball_reference
Jabari Parker,2018-19,-1.5,-0.7,-0.9,1724,64,23,bpm_basketball_reference
Jacob Evans,2018-19,-8.2,-6.9,-1.2,204,30,21,bpm_basketball_reference
Jae Crowder,2018-19,0.3,-0.3,0.6,2166,80,28,bpm_basketball_reference
Jahlil Okafor,2018-19,-1.5,-0.6,-0.9,935,59,23,bpm_basketball_reference
Jake Layman,2018-19,-0.5,-0.1,-0.3,1327,71,24,bpm_basketball_reference
Jakob Poeltl,2018-19,2,1.3,0.7,1273,77,23,bpm_basketball_reference
Jalen Brunson,2018-19,-1.7,-1.2,-0.5,1591,73,22,bpm_basketball_reference
Jalen Jones,2018-19,-4.2,-2.3,-1.9,214,16,25,bpm_basketball_reference
Jamal Crawford,2018-19,-3.9,-1.1,-2.8,1211,64,38,bpm_basketball_reference
Jamal Murray,2018-19,0.6,1.4,-0.8,2447,75,21,bpm_basketball_reference
James Ennis III,2018-19,-1.5,-1.4,-0.2,1230,58,28,bpm_basketball_reference
James Harden,2018-19,11,9.4,1.6,2867,78,29,bpm_basketball_reference
James Johnson,2018-19,-1.2,-2.4,1.1,1164,55,31,bpm_basketball_reference
James Nunnally,2018-19,-4.8,-1.9,-2.9,102,15,28,bpm_basketball_reference
Jared Dudley,2018-19,-1.8,-2.9,1.1,1220,59,33,bpm_basketball_reference
Jared Terrell,2018-19,-10.9,-8.5,-2.3,111,14,23,bpm_basketball_reference
Jarell Martin,2018-19,-3.9,-3.7,-0.2,328,42,24,bpm_basketball_reference
Jaren Jackson Jr.,2018-19,-0.3,-1.2,1,1515,58,19,bpm_basketball_reference
Jaron Blossomgame,2018-19,-3.8,-1.9,-1.8,439,27,25,bpm_basketball_reference
Jarred Vanderbilt,2018-19,-4.2,-5.2,1,69,17,19,bpm_basketball_reference
Jarrett Allen,2018-19,1.6,0.2,1.4,2096,80,20,bpm_basketball_reference
Jason Smith,2018-19,-4.7,-3.7,-1,190,20,32,bpm_basketball_reference
Jawun Evans,2018-19,-10.3,-10.4,0.1,65,8,22,bpm_basketball_reference
Jaylen Adams,2018-19,-4.3,-3.8,-0.5,428,34,22,bpm_basketball_reference
Jaylen Brown,2018-19,-2.1,-1.6,-0.4,1913,74,22,bpm_basketball_reference
Jaylen Morris,2018-19,-0.4,-3.7,3.3,29,4,23,bpm_basketball_reference
Jayson Tatum,2018-19,-0.2,-0.4,0.2,2455,79,20,bpm_basketball_reference
Jeff Green,2018-19,-1.4,0,-1.4,2097,77,32,bpm_basketball_reference
Jeff Teague,2018-19,-0.4,0.8,-1.2,1264,42,30,bpm_basketball_reference
Jemerrio Jones,2018-19,0.2,-2.2,2.4,143,6,23,bpm_basketball_reference
Jerami Grant,2018-19,0.2,-0.4,0.6,2612,80,24,bpm_basketball_reference
Jeremy Lamb,2018-19,1.2,1.2,0,2250,79,26,bpm_basketball_reference
Jeremy Lin,2018-19,-2.2,-1.4,-0.9,1436,74,30,bpm_basketball_reference
Jerian Grant,2018-19,-1.6,-2.9,1.3,939,60,26,bpm_basketball_reference
Jerome Robinson,2018-19,-4.7,-4.2,-0.5,320,33,21,bpm_basketball_reference
Jerryd Bayless,2018-19,-4.6,-2.9,-1.7,657,34,30,bpm_basketball_reference
Jevon Carter,2018-19,-4,-4.1,0.1,577,39,23,bpm_basketball_reference
Jimmer Fredette,2018-19,-11.3,-8.4,-2.9,65,6,29,bpm_basketball_reference
Jimmy Butler,2018-19,3.7,2.8,0.9,2185,65,29,bpm_basketball_reference
Joakim Noah,2018-19,2.1,-0.3,2.4,693,42,33,bpm_basketball_reference
Jodie Meeks,2018-19,0.5,1.4,-0.8,104,8,31,bpm_basketball_reference
Joe Chealey,2018-19,-14.6,-8.5,-6,8,1,23,bpm_basketball_reference
Joe Harris,2018-19,0.5,0.8,-0.3,2293,76,27,bpm_basketball_reference
Joe Ingles,2018-19,1.4,0.3,1.1,2568,82,31,bpm_basketball_reference
Joel Embiid,2018-19,4.9,4,0.9,2154,64,24,bpm_basketball_reference
John Collins,2018-19,0.9,2.8,-1.9,1829,61,21,bpm_basketball_reference
John Henson,2018-19,2.5,0.4,2.1,188,14,28,bpm_basketball_reference
John Holland,2018-19,-5,-3.4,-1.6,1,1,30,bpm_basketball_reference
John Jenkins,2018-19,-3.4,-1,-2.4,333,26,27,bpm_basketball_reference
John Wall,2018-19,0.9,2.2,-1.4,1104,32,28,bpm_basketball_reference
Johnathan Motley,2018-19,-1.9,-1.2,-0.7,156,22,23,bpm_basketball_reference
Johnathan Williams,2018-19,-3.2,-2,-1.1,372,24,23,bpm_basketball_reference
Jon Leuer,2018-19,-2.5,-2.8,0.4,402,41,29,bpm_basketball_reference
Jonah Bolden,2018-19,-0.7,-1.8,1.1,639,44,23,bpm_basketball_reference
Jonas Jerebko,2018-19,-0.7,-0.3,-0.4,1218,73,31,bpm_basketball_reference
Jonas Valančiūnas,2018-19,2.7,2.2,0.4,1091,49,26,bpm_basketball_reference
Jonathan Isaac,2018-19,-0.4,-1.4,1,1996,75,21,bpm_basketball_reference
Jonathon Simmons,2018-19,-4.2,-3.9,-0.3,1064,56,29,bpm_basketball_reference
Jordan Bell,2018-19,-0.9,-2.2,1.3,788,68,24,bpm_basketball_reference
Jordan Clarkson,2018-19,-0.5,2.1,-2.6,2214,81,26,bpm_basketball_reference
Jordan Loyd,2018-19,-1,0,-0.9,55,12,25,bpm_basketball_reference
Jordan McRae,2018-19,-1.7,-0.9,-0.8,333,27,27,bpm_basketball_reference
Jordan Sibert,2018-19,16,13.7,2.2,4,1,26,bpm_basketball_reference
Josh Hart,2018-19,-1.3,-2.3,1,1715,67,23,bpm_basketball_reference
Josh Jackson,2018-19,-4.6,-3.3,-1.2,1988,79,21,bpm_basketball_reference
Josh Okogie,2018-19,-3.1,-3.5,0.4,1757,74,20,bpm_basketball_reference
Josh Richardson,2018-19,0.3,0.1,0.2,2539,73,25,bpm_basketball_reference
José Calderón,2018-19,-3.9,-4.2,0.3,632,49,37,bpm_basketball_reference
Jrue Holiday,2018-19,3,3.1,-0.1,2402,67,28,bpm_basketball_reference
Juancho Hernangómez,2018-19,-1.1,-0.9,-0.2,1358,70,23,bpm_basketball_reference
Julian Washburn,2018-19,-4.6,-5.1,0.5,254,18,27,bpm_basketball_reference
Julius Randle,2018-19,1.5,2.1,-0.6,2232,73,24,bpm_basketball_reference
Justin Anderson,2018-19,-2.7,-2.4,-0.3,463,48,25,bpm_basketball_reference
Justin Holiday,2018-19,-1.8,-2.3,0.5,2607,82,29,bpm_basketball_reference
Justin Jackson,2018-19,-1.6,-0.8,-0.8,1614,81,23,bpm_basketball_reference
Justin Patton,2018-19,-2,-5.2,3.2,21,3,21,bpm_basketball_reference
Justise Winslow,2018-19,-0.6,-1.3,0.6,1959,66,22,bpm_basketball_reference
Jusuf Nurkić,2018-19,3.7,2.1,1.7,1974,72,24,bpm_basketball_reference
Kadeem Allen,2018-19,0.5,0.2,0.3,416,19,26,bpm_basketball_reference
Kalin Lucas,2018-19,0.8,-5.6,6.4,6,1,29,bpm_basketball_reference
Karl-Anthony Towns,2018-19,6,5.4,0.6,2545,77,23,bpm_basketball_reference
Kawhi Leonard,2018-19,7.2,6.1,1.1,2040,60,27,bpm_basketball_reference
Keita Bates-Diop,2018-19,-3.4,-2.8,-0.6,503,30,23,bpm_basketball_reference
Kelly Olynyk,2018-19,0.7,-0.2,0.9,1812,79,27,bpm_basketball_reference
Kelly Oubre Jr.,2018-19,-1.2,-0.3,-0.9,1935,69,23,bpm_basketball_reference
Kemba Walker,2018-19,4.2,5.2,-1,2863,82,28,bpm_basketball_reference
Kenneth Faried,2018-19,-0.2,1.3,-1.5,728,37,29,bpm_basketball_reference
Kenrich Williams,2018-19,-1.9,-2.3,0.4,1079,46,24,bpm_basketball_reference
Kent Bazemore,2018-19,-2.3,-2.5,0.2,1643,67,29,bpm_basketball_reference
Kentavious Caldwell-Pope,2018-19,-0.5,-0.3,-0.1,2035,82,25,bpm_basketball_reference
Kevin Durant,2018-19,5.5,5.4,0.1,2702,78,30,bpm_basketball_reference
Kevin Huerter,2018-19,-2.4,-1.6,-0.8,2048,75,20,bpm_basketball_reference
Kevin Knox,2018-19,-5.7,-3.4,-2.3,2158,75,19,bpm_basketball_reference
Kevin Love,2018-19,1.6,3.3,-1.6,598,22,30,bpm_basketball_reference
Kevon Looney,2018-19,0.5,0.1,0.4,1481,80,22,bpm_basketball_reference
Khem Birch,2018-19,1.2,0.1,1,643,50,26,bpm_basketball_reference
Khris Middleton,2018-19,0.8,0.7,0.1,2393,77,27,bpm_basketball_reference
Khyri Thomas,2018-19,-5,-4.9,-0.1,195,26,22,bpm_basketball_reference
Klay Thompson,2018-19,-0.3,1.1,-1.4,2652,78,28,bpm_basketball_reference
Kobi Simmons,2018-19,-10.6,-7.4,-3.2,2,1,21,bpm_basketball_reference
Kosta Koufos,2018-19,-3.4,-3.6,0.2,502,42,29,bpm_basketball_reference
Kostas Antetokounmpo,2018-19,-12.7,-12.6,-0.1,11,2,21,bpm_basketball_reference
Kris Dunn,2018-19,-2.7,-2.8,0.2,1389,46,24,bpm_basketball_reference
Kyle Anderson,2018-19,0.8,-1.6,2.4,1281,43,25,bpm_basketball_reference
Kyle Korver,2018-19,-0.5,-0.2,-0.3,1334,70,37,bpm_basketball_reference
Kyle Kuzma,2018-19,-1.4,-0.2,-1.2,2314,70,23,bpm_basketball_reference
Kyle Lowry,2018-19,2.3,1.7,0.6,2213,65,32,bpm_basketball_reference
Kyle O'Quinn,2018-19,0.4,-2.5,3,371,45,28,bpm_basketball_reference
Kyrie Irving,2018-19,7.2,6,1.1,2214,67,26,bpm_basketball_reference
LaMarcus Aldridge,2018-19,1.8,2.4,-0.6,2687,81,33,bpm_basketball_reference
Lance Stephenson,2018-19,-1.5,-1.6,0.1,1123,68,28,bpm_basketball_reference
Lance Thomas,2018-19,-5.7,-4.8,-0.9,783,46,30,bpm_basketball_reference
Landry Shamet,2018-19,-1.6,-0.3,-1.3,1802,79,21,bpm_basketball_reference
Langston Galloway,2018-19,-1.5,-0.9,-0.6,1745,80,27,bpm_basketball_reference
Larry Nance Jr.,2018-19,2.4,1,1.4,1795,67,26,bpm_basketball_reference
Lauri Markkanen,2018-19,-0.2,1.4,-1.5,1682,52,21,bpm_basketball_reference
LeBron James,2018-19,8,6.4,1.7,1937,55,34,bpm_basketball_reference
Lonnie Walker IV,2018-19,-2.4,-3.4,1,118,17,20,bpm_basketball_reference
Lonzo Ball,2018-19,-0.3,-1.6,1.3,1423,47,21,bpm_basketball_reference
Lorenzo Brown,2018-19,-3.5,-5.4,1.9,212,26,28,bpm_basketball_reference
Lou Williams,2018-19,2.2,4.3,-2.1,1993,75,32,bpm_basketball_reference
Luc Mbah a Moute,2018-19,-3,-2.9,0,61,4,32,bpm_basketball_reference
Luka Dončić,2018-19,3.9,3.6,0.3,2318,72,19,bpm_basketball_reference
Luke Kennard,2018-19,-1.1,-0.4,-0.6,1437,63,22,bpm_basketball_reference
Luke Kornet,2018-19,2,1.4,0.7,784,46,23,bpm_basketball_reference
Luol Deng,2018-19,0,0.2,-0.3,392,22,33,bpm_basketball_reference
Malachi Richardson,2018-19,-8.8,-6.6,-2.1,103,22,23,bpm_basketball_reference
Malcolm Brogdon,2018-19,2.2,2,0.1,1832,64,26,bpm_basketball_reference
Malcolm Miller,2018-19,-0.5,1.2,-1.6,67,10,25,bpm_basketball_reference
Malik Beasley,2018-19,0.1,0.8,-0.7,1879,81,22,bpm_basketball_reference
Malik Monk,2018-19,-3,-1.3,-1.7,1258,73,20,bpm_basketball_reference
MarShon Brooks,2018-19,-3,-1.9,-1.1,387,29,30,bpm_basketball_reference
Marc Gasol,2018-19,3.1,0.8,2.3,2436,79,34,bpm_basketball_reference
Marcin Gortat,2018-19,-1.3,-1.7,0.4,751,47,34,bpm_basketball_reference
Marco Belinelli,2018-19,-1.7,-0.5,-1.2,1815,79,32,bpm_basketball_reference
Marcus Derrickson,2018-19,-2.7,2.6,-5.3,67,11,22,bpm_basketball_reference
Marcus Morris,2018-19,-0.9,-0.2,-0.7,2091,75,29,bpm_basketball_reference
Marcus Smart,2018-19,0.8,-1.2,2,2200,80,24,bpm_basketball_reference
Mario Hezonja,2018-19,-3.8,-3.5,-0.3,1206,58,23,bpm_basketball_reference
Markelle Fultz,2018-19,-3.1,-3.3,0.2,427,19,20,bpm_basketball_reference
Markieff Morris,2018-19,-2.7,-2.1,-0.6,1270,58,29,bpm_basketball_reference
Marquese Chriss,2018-19,-7.5,-5.7,-1.9,499,43,21,bpm_basketball_reference
Marvin Bagley III,2018-19,-1,0.5,-1.5,1567,62,19,bpm_basketball_reference
Marvin Williams,2018-19,-0.3,-0.4,0.2,2133,75,32,bpm_basketball_reference
Mason Plumlee,2018-19,2.1,-0.5,2.6,1731,82,28,bpm_basketball_reference
Matthew Dellavedova,2018-19,-4.4,-1.7,-2.8,812,48,28,bpm_basketball_reference
Maurice Harkless,2018-19,0.7,-1,1.7,1415,60,25,bpm_basketball_reference
Maxi Kleber,2018-19,0.4,-0.8,1.2,1502,71,27,bpm_basketball_reference
Melvin Frazier,2018-19,-14.5,-11.3,-3.2,44,10,22,bpm_basketball_reference
Meyers Leonard,2018-19,1.8,1.5,0.3,878,61,26,bpm_basketball_reference
Michael Beasley,2018-19,-1.5,-1.9,0.5,277,26,30,bpm_basketball_reference
Michael Carter-Williams,2018-19,0.8,-1.4,2.2,372,28,27,bpm_basketball_reference
Michael Kidd-Gilchrist,2018-19,-2.4,-2.3,-0.1,1179,64,25,bpm_basketball_reference
Mikal Bridges,2018-19,-1.6,-2,0.4,2417,82,22,bpm_basketball_reference
Mike Conley,2018-19,4.7,4.6,0.1,2342,70,31,bpm_basketball_reference
Mike Muscala,2018-19,-1.1,-0.8,-0.3,1306,64,27,bpm_basketball_reference
Mike Scott,2018-19,-2.5,-1.9,-0.7,1395,79,30,bpm_basketball_reference
Miles Bridges,2018-19,-0.8,-0.9,0.1,1696,80,20,bpm_basketball_reference
Miles Plumlee,2018-19,1.6,1.6,0,173,18,30,bpm_basketball_reference
Miloš Teodosić,2018-19,-5.4,-3.8,-1.7,150,15,31,bpm_basketball_reference
Mitch Creek,2018-19,3.5,2.4,1.1,48,5,26,bpm_basketball_reference
Mitchell Robinson,2018-19,2.5,0.1,2.4,1360,66,20,bpm_basketball_reference
Mo Bamba,2018-19,-1.4,-2.8,1.4,766,47,20,bpm_basketball_reference
Monte Morris,2018-19,1.5,1.1,0.3,1970,82,23,bpm_basketball_reference
Montrezl Harrell,2018-19,3.3,2.6,0.7,2158,82,25,bpm_basketball_reference
Moritz Wagner,2018-19,-4.3,-3.9,-0.4,446,43,21,bpm_basketball_reference
Myles Turner,2018-19,2.5,0,2.4,2119,74,22,bpm_basketball_reference
Naz Mitrou-Long,2018-19,-8.7,-7.1,-1.6,84,14,25,bpm_basketball_reference
Nemanja Bjelica,2018-19,0.9,0.4,0.5,1788,77,30,bpm_basketball_reference
Nenê,2018-19,-2.2,-3.1,0.9,546,42,36,bpm_basketball_reference
Nerlens Noel,2018-19,2.1,-1.2,3.3,1055,77,24,bpm_basketball_reference
Nick Young,2018-19,-6.9,-4.3,-2.5,37,4,33,bpm_basketball_reference
Nicolas Batum,2018-19,-0.3,-0.7,0.4,2354,75,30,bpm_basketball_reference
Nik Stauskas,2018-19,-1.9,-0.7,-1.2,1015,68,25,bpm_basketball_reference
Nikola Jokić,2018-19,9.1,6.2,2.9,2504,80,23,bpm_basketball_reference
Nikola Mirotić,2018-19,1.5,2.1,-0.6,1245,46,27,bpm_basketball_reference
Nikola Vučević,2018-19,6.6,5,1.7,2510,80,28,bpm_basketball_reference
Noah Vonleh,2018-19,-0.7,-1.2,0.5,1722,68,23,bpm_basketball_reference
Norman Powell,2018-19,-0.7,-0.9,0.2,1126,60,25,bpm_basketball_reference
OG Anunoby,2018-19,-2.4,-2.4,0.1,1352,67,21,bpm_basketball_reference
Okaro White,2018-19,-16.8,-9,-7.8,6,3,26,bpm_basketball_reference
Omari Spellman,2018-19,-1.2,-0.5,-0.7,805,46,21,bpm_basketball_reference
Omri Casspi,2018-19,0.4,-0.3,0.7,520,36,30,bpm_basketball_reference
Otto Porter Jr.,2018-19,0.9,0.8,0.1,1683,56,25,bpm_basketball_reference
P.J. Tucker,2018-19,-0.6,-1.6,1,2802,82,33,bpm_basketball_reference
PJ Dozier,2018-19,-2,-1.3,-0.6,51,6,22,bpm_basketball_reference
Pascal Siakam,2018-19,2.4,1.6,0.8,2548,80,24,bpm_basketball_reference
Pat Connaughton,2018-19,1.2,0.3,0.8,1261,61,26,bpm_basketball_reference
Patrick Beverley,2018-19,0.9,-0.3,1.2,2137,78,30,bpm_basketball_reference
Patrick McCaw,2018-19,-3,-4.8,1.9,397,29,23,bpm_basketball_reference
Patrick Patterson,2018-19,-2.5,-2,-0.4,861,63,29,bpm_basketball_reference
Patty Mills,2018-19,-0.3,0.4,-0.8,1908,82,30,bpm_basketball_reference
Pau Gasol,2018-19,3.1,1,2.1,360,30,38,bpm_basketball_reference
Paul George,2018-19,7.2,5.6,1.6,2841,77,28,bpm_basketball_reference
Paul Millsap,2018-19,1.7,0.7,1,1895,70,33,bpm_basketball_reference
Quincy Acy,2018-19,-8.1,-7.6,-0.5,123,10,28,bpm_basketball_reference
Quincy Pondexter,2018-19,-0.9,-1.6,0.7,292,53,30,bpm_basketball_reference
Quinn Cook,2018-19,-2.1,-0.5,-1.6,1059,74,25,bpm_basketball_reference
R.J. Hunter,2018-19,3.6,3.2,0.4,26,1,25,bpm_basketball_reference
Rajon Rondo,2018-19,-1.5,-1.7,0.2,1369,46,32,bpm_basketball_reference
Raul Neto,2018-19,-0.3,-1.1,0.8,474,37,26,bpm_basketball_reference
Rawle Alkins,2018-19,-7.3,-3.8,-3.5,120,10,21,bpm_basketball_reference
Ray Spalding,2018-19,-5.1,-4.3,-0.8,148,14,21,bpm_basketball_reference
Raymond Felton,2018-19,-1.3,-1.7,0.4,379,33,34,bpm_basketball_reference
Reggie Bullock,2018-19,-1.1,-0.7,-0.4,1879,63,27,bpm_basketball_reference
Reggie Jackson,2018-19,0.4,1.3,-0.9,2289,82,28,bpm_basketball_reference
Richaun Holmes,2018-19,0.6,0.1,0.5,1184,70,25,bpm_basketball_reference
Ricky Rubio,2018-19,-0.2,-1,0.8,1899,68,28,bpm_basketball_reference
Robert Covington,2018-19,1.6,-0.5,2.1,1203,35,28,bpm_basketball_reference
Robert Williams,2018-19,1.8,-1.7,3.4,283,32,21,bpm_basketball_reference
Robin Lopez,2018-19,-1.9,-0.6,-1.4,1606,74,30,bpm_basketball_reference
Rodions Kurucs,2018-19,-2.6,-2.9,0.3,1294,63,20,bpm_basketball_reference
Rodney Hood,2018-19,-2,-1.2,-0.8,1893,72,26,bpm_basketball_reference
Rodney McGruder,2018-19,-2.3,-2.2,-0.1,1550,66,27,bpm_basketball_reference
Ron Baker,2018-19,-7,-7.7,0.7,152,15,25,bpm_basketball_reference
Rondae Hollis-Jefferson,2018-19,-2.6,-3,0.4,1234,59,24,bpm_basketball_reference
Royce O'Neale,2018-19,-0.5,-2.6,2.1,1671,82,25,bpm_basketball_reference
