player_name,season,impact_overall,impact_offense,impact_defense,minutes_played,games_played,age,metric_source
Miles Norris,2024-25,-1.9,-2.3,0.4,35,3,24,bpm_basketball_reference
Mitchell Robinson,2024-25,3.3,1.5,1.8,290,17,26,bpm_basketball_reference
Mo Bamba,2024-25,-0.9,-2.7,1.9,413,32,26,bpm_basketball_reference
Monte Morris,2024-25,-1.8,-1,-0.8,571,45,29,bpm_basketball_reference
Moritz Wagner,2024-25,4,2.6,1.4,564,30,27,bpm_basketball_reference
Moses Brown,2024-25,0.1,-0.3,0.5,119,13,25,bpm_basketball_reference
Moses Moody,2024-25,-0.9,-0.9,0,1649,74,22,bpm_basketball_reference
Mouhamed Gueye,2024-25,-0.6,-1.6,1,533,33,22,bpm_basketball_reference
Moussa Diabaté,2024-25,-1.9,-1.4,-0.4,1241,71,23,bpm_basketball_reference
Myles Turner,2024-25,0.4,0,0.4,2174,72,28,bpm_basketball_reference
N'Faly Dante,2024-25,2.4,0.7,1.7,51,4,23,bpm_basketball_reference
Nae'Qwan Tomlin,2024-25,-5.5,-3,-2.4,63,5,24,bpm_basketball_reference
Naji Marshall,2024-25,-0.8,-0.3,-0.5,1919,69,27,bpm_basketball_reference
Nate Williams,2024-25,-5.7,-5.5,-0.2,147,20,25,bpm_basketball_reference
Naz Reid,2024-25,1.6,0.8,0.8,2200,80,25,bpm_basketball_reference
Neemias Queta,2024-25,-0.7,-1.7,1,863,62,25,bpm_basketball_reference
Nic Claxton,2024-25,0.4,-1.1,1.5,1882,70,25,bpm_basketball_reference
Nick Richards,2024-25,-3.3,-2,-1.3,1256,57,27,bpm_basketball_reference
Nick Smith Jr.,2024-25,-5.7,-3.2,-2.6,1369,60,20,bpm_basketball_reference
Nickeil Alexander-Walker,2024-25,-0.4,-0.8,0.4,2073,82,26,bpm_basketball_reference
Nicolas Batum,2024-25,0.8,-1.2,2,1367,78,36,bpm_basketball_reference
Nikola Jokić,2024-25,13.3,9.9,3.3,2571,70,29,bpm_basketball_reference
Nikola Jović,2024-25,0.3,-0.3,0.6,1156,46,21,bpm_basketball_reference
Nikola Vučević,2024-25,2.6,2.5,0.1,2278,73,34,bpm_basketball_reference
Noah Clowney,2024-25,-4.1,-3.1,-1,1042,46,20,bpm_basketball_reference
Norman Powell,2024-25,1.5,1.7,-0.2,1958,60,31,bpm_basketball_reference
OG Anunoby,2024-25,0.7,0.7,0.1,2706,74,27,bpm_basketball_reference
Obi Toppin,2024-25,1.7,1.8,-0.1,1545,79,26,bpm_basketball_reference
Ochai Agbaji,2024-25,-0.7,-0.9,0.2,1739,64,24,bpm_basketball_reference
Olivier-Maxence Prosper,2024-25,-2.1,-1.6,-0.5,584,52,22,bpm_basketball_reference
Onyeka Okongwu,2024-25,1.3,1.2,0.2,2064,74,24,bpm_basketball_reference
Orlando Robinson,2024-25,-3.4,-3,-0.4,770,44,24,bpm_basketball_reference
Oscar Tshiebwe,2024-25,-1.4,0.6,-2,255,14,25,bpm_basketball_reference
Oshae Brissett,2024-25,-6.3,-3.7,-2.6,142,6,26,bpm_basketball_reference
Oso Ighodaro,2024-25,-2.6,-2.9,0.3,1045,61,22,bpm_basketball_reference
Ousmane Dieng,2024-25,-0.9,-2,1.1,405,37,21,bpm_basketball_reference
P.J. Tucker,2024-25,-7.2,-4.8,-2.4,58,3,39,bpm_basketball_reference
P.J. Washington,2024-25,-0.9,-1.1,0.2,1835,57,26,bpm_basketball_reference
PJ Dozier,2024-25,0.7,-2,2.7,35,9,28,bpm_basketball_reference
PJ Hall,2024-25,-1.3,-0.7,-0.6,66,19,22,bpm_basketball_reference
Pacôme Dadiet,2024-25,-6.5,-4.9,-1.5,111,18,19,bpm_basketball_reference
Paolo Banchero,2024-25,3.5,3.4,0.2,1582,46,22,bpm_basketball_reference
Pascal Siakam,2024-25,1.7,2.2,-0.5,2548,78,30,bpm_basketball_reference
Pat Connaughton,2024-25,-2.3,-1.4,-0.8,603,41,32,bpm_basketball_reference
Pat Spencer,2024-25,-1.6,-3,1.4,250,39,28,bpm_basketball_reference
Patrick Baldwin Jr.,2024-25,1.5,2.4,-0.9,107,24,22,bpm_basketball_reference
Patrick Williams,2024-25,-3.7,-3,-0.7,1576,63,23,bpm_basketball_reference
Patty Mills,2024-25,-3.2,-3.2,0,321,29,36,bpm_basketball_reference
Paul George,2024-25,-0.4,-0.5,0.1,1334,41,34,bpm_basketball_reference
Paul Reed,2024-25,2.9,-1.2,4,438,45,25,bpm_basketball_reference
Payton Pritchard,2024-25,3.5,3.4,0.2,2271,80,27,bpm_basketball_reference
Pelle Larsson,2024-25,-3.1,-3.8,0.7,782,55,23,bpm_basketball_reference
Pete Nance,2024-25,-4.9,-3.1,-1.7,138,13,24,bpm_basketball_reference
Peyton Watson,2024-25,-1.8,-2.1,0.3,1656,68,22,bpm_basketball_reference
Phillip Wheeler,2024-25,-18.2,-12,-6.2,44,5,22,bpm_basketball_reference
Precious Achiuwa,2024-25,-1.9,-2.1,0.2,1170,57,25,bpm_basketball_reference
Quentin Grimes,2024-25,0.4,1.3,-0.9,2013,75,24,bpm_basketball_reference
Quenton Jackson,2024-25,-0.3,-1.2,0.8,381,28,26,bpm_basketball_reference
Quincy Olivari,2024-25,-18.6,-10.1,-8.5,10,2,23,bpm_basketball_reference
Quinten Post,2024-25,0.1,0.1,0,686,42,24,bpm_basketball_reference
RJ Barrett,2024-25,0.6,1.2,-0.7,1869,58,24,bpm_basketball_reference
RayJ Dennis,2024-25,0.7,-2.2,3,70,11,23,bpm_basketball_reference
Rayan Rupert,2024-25,-4.7,-4.1,-0.6,460,52,20,bpm_basketball_reference
Reece Beekman,2024-25,-5.4,-6.7,1.3,469,36,23,bpm_basketball_reference
Reed Sheppard,2024-25,-1.7,-3,1.3,654,52,20,bpm_basketball_reference
Reggie Jackson,2024-25,-4,-3.2,-0.8,384,31,34,bpm_basketball_reference
Richaun Holmes,2024-25,1.1,1.2,0,534,31,31,bpm_basketball_reference
Ricky Council IV,2024-25,-4.3,-2,-2.3,1250,73,23,bpm_basketball_reference
Riley Minix,2024-25,-11.8,-8.5,-3.3,7,1,24,bpm_basketball_reference
Rob Dillingham,2024-25,-4.2,-3.3,-0.9,516,49,20,bpm_basketball_reference
Robert Williams,2024-25,3,-0.1,3.2,351,20,27,bpm_basketball_reference
Ron Harper Jr.,2024-25,-14.7,-5.5,-9.2,17,1,24,bpm_basketball_reference
Ron Holland,2024-25,-3,-3.3,0.3,1266,81,19,bpm_basketball_reference
Royce O'Neale,2024-25,0.1,0.2,-0.1,1837,75,31,bpm_basketball_reference
Rudy Gobert,2024-25,1.9,0.6,1.3,2389,72,32,bpm_basketball_reference
Rui Hachimura,2024-25,-0.7,-0.1,-0.6,1869,59,26,bpm_basketball_reference
Russell Westbrook,2024-25,-1.1,-0.9,-0.2,2092,75,36,bpm_basketball_reference
Ryan Dunn,2024-25,-4.1,-2.9,-1.2,1410,74,22,bpm_basketball_reference
Ryan Rollins,2024-25,-0.5,-1.4,0.9,820,56,22,bpm_basketball_reference
Sam Hauser,2024-25,0.8,0.9,-0.1,1541,71,27,bpm_basketball_reference
Sam Merrill,2024-25,0.3,-0.4,0.7,1401,71,28,bpm_basketball_reference
Sandro Mamukelashvili,2024-25,2.3,3.3,-1,681,61,25,bpm_basketball_reference
Santi Aldama,2024-25,3.2,2.5,0.7,1660,65,24,bpm_basketball_reference
Scoot Henderson,2024-25,-2.2,-1.4,-0.8,1759,66,20,bpm_basketball_reference
Scottie Barnes,2024-25,2.4,1.5,0.9,2134,65,23,bpm_basketball_reference
Scotty Pippen Jr.,2024-25,1.9,0,1.8,1683,79,24,bpm_basketball_reference
Seth Curry,2024-25,-1.7,-0.8,-0.9,1062,68,34,bpm_basketball_reference
Shaedon Sharpe,2024-25,-1.3,0,-1.3,2252,72,21,bpm_basketball_reference
Shai Gilgeous-Alexander,2024-25,11.5,8.9,2.6,2598,76,26,bpm_basketball_reference
Shake Milton,2024-25,-2.2,-1.7,-0.5,837,57,28,bpm_basketball_reference
Sidy Cissoko,2024-25,-5.1,-4.8,-0.3,114,22,20,bpm_basketball_reference
Simone Fontecchio,2024-25,-2.9,-2.2,-0.7,1237,75,29,bpm_basketball_reference
Skal Labissière,2024-25,2.1,3.3,-1.3,12,4,28,bpm_basketball_reference
Spencer Dinwiddie,2024-25,-1.6,-0.9,-0.7,2136,79,31,bpm_basketball_reference
Spencer Jones,2024-25,-8.5,-7.7,-0.8,125,20,23,bpm_basketball_reference
Stanley Umude,2024-25,-8.1,-7.5,-0.7,86,22,25,bpm_basketball_reference
Stephen Curry,2024-25,6.3,6.4,0,2252,70,36,bpm_basketball_reference
Stephon Castle,2024-25,-3.2,-1.5,-1.7,2162,81,20,bpm_basketball_reference
Steven Adams,2024-25,0.3,0,0.3,794,58,31,bpm_basketball_reference
Svi Mykhailiuk,2024-25,-3.5,-1.4,-2.1,760,38,27,bpm_basketball_reference
T.J. McConnell,2024-25,1.2,0.6,0.6,1415,79,32,bpm_basketball_reference
Taj Gibson,2024-25,-5.3,-5.2,-0.1,409,37,39,bpm_basketball_reference
Talen Horton-Tucker,2024-25,-2.4,-1.4,-1.1,724,58,24,bpm_basketball_reference
Tari Eason,2024-25,3.6,1,2.6,1420,57,23,bpm_basketball_reference
Taurean Prince,2024-25,-1.7,-2,0.3,2166,80,30,bpm_basketball_reference
Taylor Hendricks,2024-25,-3.5,-4.8,1.3,75,3,21,bpm_basketball_reference
Taze Moore,2024-25,-4.3,-3.9,-0.4,20,2,26,bpm_basketball_reference
Terance Mann,2024-25,-1.3,-1.4,0,1414,67,28,bpm_basketball_reference
Terence Davis,2024-25,-16.9,-12.8,-4.1,8,1,27,bpm_basketball_reference
Terrence Shannon Jr.,2024-25,-2.1,-2.1,0,339,32,24,bpm_basketball_reference
Terry Rozier,2024-25,-3.7,-2.6,-1,1658,64,30,bpm_basketball_reference
Terry Taylor,2024-25,3.3,3.2,0.1,6,3,25,bpm_basketball_reference
Thomas Bryant,2024-25,0.6,0.7,0,963,66,27,bpm_basketball_reference
Tidjane Salaün,2024-25,-5.2,-4.3,-0.8,1244,60,19,bpm_basketball_reference
Tim Hardaway Jr.,2024-25,-2.1,-1.1,-0.9,2153,77,32,bpm_basketball_reference
Tobias Harris,2024-25,0.1,-0.5,0.6,2306,73,32,bpm_basketball_reference
Tolu Smith,2024-25,-8.9,-2.4,-6.5,22,1,24,bpm_basketball_reference
Tony Bradley,2024-25,1.2,1.5,-0.3,113,14,27,bpm_basketball_reference
Torrey Craig,2024-25,-0.9,-1,0.1,314,26,34,bpm_basketball_reference
Tosan Evbuomwan,2024-25,-3.2,-3,-0.3,665,28,23,bpm_basketball_reference
Toumani Camara,2024-25,-0.1,-0.9,0.8,2548,78,24,bpm_basketball_reference
Trae Young,2024-25,0.5,3.3,-2.7,2739,76,26,bpm_basketball_reference
Trayce Jackson-Davis,2024-25,1.2,0.3,0.9,967,62,24,bpm_basketball_reference
Tre Jones,2024-25,1.5,0.5,1,905,46,25,bpm_basketball_reference
Tre Mann,2024-25,-2.4,-0.6,-1.9,319,13,23,bpm_basketball_reference
Trendon Watford,2024-25,-3.1,-2.3,-0.8,913,44,24,bpm_basketball_reference
Trentyn Flowers,2024-25,-8.3,-7.1,-1.3,27,6,19,bpm_basketball_reference
Trevelin Queen,2024-25,-0.3,-2.6,2.3,430,31,27,bpm_basketball_reference
Trey Alexander,2024-25,-9.7,-7.9,-1.8,117,24,21,bpm_basketball_reference
Trey Jemison,2024-25,-6.8,-6.3,-0.5,392,38,25,bpm_basketball_reference
Trey Lyles,2024-25,-0.7,-0.4,-0.3,1349,69,29,bpm_basketball_reference
Trey Murphy III,2024-25,0.8,2.1,-1.4,1854,53,24,bpm_basketball_reference
Tristan Da Silva,2024-25,-2.6,-2.3,-0.3,1629,74,23,bpm_basketball_reference
Tristan Thompson,2024-25,-4.6,-4.9,0.3,328,40,33,bpm_basketball_reference
Tristan Vukcevic,2024-25,-0.5,0.4,-0.9,513,35,21,bpm_basketball_reference
Tristen Newton,2024-25,-20.7,-16.7,-4,16,8,23,bpm_basketball_reference
Ty Jerome,2024-25,4.3,3.5,0.8,1393,70,27,bpm_basketball_reference
TyTy Washington Jr.,2024-25,-8,-5.6,-2.5,118,16,23,bpm_basketball_reference
Tyler Herro,2024-25,3.1,3.8,-0.7,2725,77,25,bpm_basketball_reference
Tyler Kolek,2024-25,-2.8,-2.6,-0.3,296,41,23,bpm_basketball_reference
Tyler Smith,2024-25,-0.9,0.4,-1.2,122,23,20,bpm_basketball_reference
Tyrese Haliburton,2024-25,5.8,5.7,0.2,2451,73,24,bpm_basketball_reference
Tyrese Martin,2024-25,-2.6,-1.4,-1.2,1315,60,25,bpm_basketball_reference
Tyrese Maxey,2024-25,2,3.2,-1.1,1960,52,24,bpm_basketball_reference
Tyson Etienne,2024-25,-8.8,-5.7,-3.1,151,7,25,bpm_basketball_reference
Tyus Jones,2024-25,0.1,1.4,-1.3,2174,81,28,bpm_basketball_reference
Ulrich Chomche,2024-25,-7.4,-6.1,-1.3,32,7,19,bpm_basketball_reference
Vasilije Micić,2024-25,-7,-4.6,-2.4,785,41,31,bpm_basketball_reference
Victor Wembanyama,2024-25,6.5,3.6,2.9,1527,46,21,bpm_basketball_reference
Vince Williams Jr.,2024-25,-2.8,-2.5,-0.3,499,27,24,bpm_basketball_reference
Vlatko Čančar,2024-25,-7.1,-6.5,-0.6,136,13,27,bpm_basketball_reference
Vít Krejčí,2024-25,0.7,0,0.7,1153,57,24,bpm_basketball_reference
Walker Kessler,2024-25,1.8,1.1,0.7,1740,58,23,bpm_basketball_reference
Wendell Carter Jr.,2024-25,-1.2,-2.2,0.9,1758,68,25,bpm_basketball_reference
Wendell Moore Jr.,2024-25,-2.7,-2.6,-0.1,499,36,23,bpm_basketball_reference
Xavier Tillman Sr.,2024-25,-8.1,-8.4,0.3,231,33,26,bpm_basketball_reference
Yuki Kawamura,2024-25,-2.8,-2.6,-0.2,93,22,23,bpm_basketball_reference
Yuri Collins,2024-25,0.3,-6.2,6.5,16,2,23,bpm_basketball_reference
Yves Missi,2024-25,-3,-1.6,-1.4,1956,73,20,bpm_basketball_reference
Zaccharie Risacher,2024-25,-3.5,-1.7,-1.8,1843,75,19,bpm_basketball_reference
Zach Collins,2024-25,0,-0.8,0.8,977,64,27,bpm_basketball_reference
Zach Edey,2024-25,-0.1,-0.2,0.1,1416,66,22,bpm_basketball_reference
Zach LaVine,2024-25,0.7,2.3,-1.6,2602,74,29,bpm_basketball_reference
Zeke Nnaji,2024-25,-1.3,-2.1,0.7,608,57,24,bpm_basketball_reference
Ziaire Williams,2024-25,-2.3,-2.2,-0.1,1541,63,23,bpm_basketball_reference
Zion Williamson,2024-25,7,5.9,1,857,30,24,bpm_basketball_reference
Zyon Pullin,2024-25,-22.7,-15,-7.7,3,3,23,bpm_basketball_reference
A.J. Green,2025-26,-3.3,-1.5,-1.8,2270,78,26,bpm_basketball_reference
A.J. Lawson,2025-26,-1,-1.3,0.4,226,24,25,bpm_basketball_reference
AJ Johnson,2025-26,-8.9,-6.4,-2.5,454,48,21,bpm_basketball_reference
Aaron Gordon,2025-26,1.7,2.9,-1.2,1005,36,30,bpm_basketball_reference
Aaron Holiday,2025-26,-2.4,-2.2,-0.2,781,57,29,bpm_basketball_reference
Aaron Nesmith,2025-26,-3.4,-1.7,-1.6,1335,45,26,bpm_basketball_reference
Aaron Wiggins,2025-26,-0.9,-1.7,0.7,1414,65,27,bpm_basketball_reference
Ace Bailey,2025-26,-4.4,-1.9,-2.5,1988,72,19,bpm_basketball_reference
Adama-Alpha Bal,2025-26,-5.4,-3.6,-1.8,241,8,22,bpm_basketball_reference
Adem Bona,2025-26,-2.9,-3.2,0.3,1234,71,22,bpm_basketball_reference
Adou Thiero,2025-26,-4.4,-4.2,-0.2,149,25,21,bpm_basketball_reference
Ajay Mitchell,2025-26,1.9,0.3,1.6,1473,57,23,bpm_basketball_reference
Al Horford,2025-26,1.6,0.3,1.3,969,45,39,bpm_basketball_reference
Alex Antetokounmpo,2025-26,5.4,7.3,-1.9,21,6,24,bpm_basketball_reference
Alex Caruso,2025-26,1.9,-1.4,3.3,1020,56,31,bpm_basketball_reference
Alex Morales,2025-26,-16,-12.2,-3.8,24,4,28,bpm_basketball_reference
Alex Sarr,2025-26,0.7,0.8,-0.1,1305,48,20,bpm_basketball_reference
Alijah Martin,2025-26,-4.3,-4.6,0.2,146,23,24,bpm_basketball_reference
Alondes Williams,2025-26,1.1,1.5,-0.5,101,4,26,bpm_basketball_reference
Alperen Şengün,2025-26,4.2,2.7,1.5,2398,72,23,bpm_basketball_reference
Amari Williams,2025-26,-2.1,-5,2.9,146,22,24,bpm_basketball_reference
Amen Thompson,2025-26,2.6,1.6,1,2953,79,23,bpm_basketball_reference
Amir Coffey,2025-26,-3.1,-2.2,-0.9,490,46,28,bpm_basketball_reference
Andersson Garcia,2025-26,-5.7,-5.2,-0.5,169,5,25,bpm_basketball_reference
Andre Drummond,2025-26,-0.6,-0.4,-0.2,1231,63,32,bpm_basketball_reference
Andre Jackson Jr.,2025-26,-7.1,-5.7,-1.4,408,48,24,bpm_basketball_reference
Andrew Nembhard,2025-26,-0.8,1.1,-1.9,1786,57,26,bpm_basketball_reference
Andrew Wiggins,2025-26,1.2,0.7,0.5,2063,68,30,bpm_basketball_reference
Anfernee Simons,2025-26,-0.1,1.2,-1.3,1372,55,26,bpm_basketball_reference
Anthony Black,2025-26,-0.6,-1.2,0.7,1910,64,22,bpm_basketball_reference
Anthony Davis,2025-26,2.4,1.5,0.9,626,20,32,bpm_basketball_reference
Anthony Edwards,2025-26,4.5,4.7,-0.1,2137,61,24,bpm_basketball_reference
Anthony Gill,2025-26,-2.6,-1.3,-1.3,951,55,33,bpm_basketball_reference
Antonio Reeves,2025-26,1.3,1.2,0.1,68,10,25,bpm_basketball_reference
Ariel Hukporti,2025-26,-2.3,-3.7,1.4,498,54,23,bpm_basketball_reference
Asa Newell,2025-26,-1.5,-1,-0.5,500,44,20,bpm_basketball_reference
Ausar Thompson,2025-26,3.1,-0.6,3.6,1896,73,23,bpm_basketball_reference
Austin Reaves,2025-26,2.8,3.4,-0.6,1762,51,27,bpm_basketball_reference
Ayo Dosunmu,2025-26,1,1.3,-0.3,1881,69,26,bpm_basketball_reference
Bam Adebayo,2025-26,2,1.5,0.4,2365,73,28,bpm_basketball_reference
Baylor Scheierman,2025-26,0.6,-0.7,1.3,1429,77,25,bpm_basketball_reference
Ben Saraf,2025-26,-7.3,-5.6,-1.7,916,44,19,bpm_basketball_reference
Ben Sheppard,2025-26,-3,-2.4,-0.6,1390,65,24,bpm_basketball_reference
Bennedict Mathurin,2025-26,-2.5,-1.1,-1.4,1620,54,23,bpm_basketball_reference
Bez Mbeng,2025-26,-4.9,-5,0.1,492,15,22,bpm_basketball_reference
Bilal Coulibaly,2025-26,-2.1,-1.7,-0.4,1468,56,21,bpm_basketball_reference
Bismack Biyombo,2025-26,-5.8,-7.2,1.4,141,25,33,bpm_basketball_reference
Blake Hinson,2025-26,-0.6,2.5,-3,285,14,26,bpm_basketball_reference
Blake Wesley,2025-26,-3.6,-3.7,0.1,361,31,22,bpm_basketball_reference
Bobby Portis,2025-26,0,1.5,-1.6,1619,67,30,bpm_basketball_reference
Bobi Klintman,2025-26,-8.7,-7.7,-1,71,12,22,bpm_basketball_reference
Bogdan Bogdanović,2025-26,-3.1,-2.3,-0.8,452,23,33,bpm_basketball_reference
Bones Hyland,2025-26,1.7,1.2,0.5,1177,71,25,bpm_basketball_reference
Bradley Beal,2025-26,-10.6,-6.7,-3.9,121,6,32,bpm_basketball_reference
Branden Carlson,2025-26,0.8,0.5,0.3,488,42,26,bpm_basketball_reference
Brandin Podziemski,2025-26,0.2,0.3,-0.1,2333,82,22,bpm_basketball_reference
Brandon Clarke,2025-26,-4.9,-4.7,-0.2,20,2,29,bpm_basketball_reference
Brandon Ingram,2025-26,0.5,1,-0.5,2604,77,28,bpm_basketball_reference
Brandon Miller,2025-26,1.6,1.7,-0.1,1968,65,23,bpm_basketball_reference
Brandon Williams,2025-26,0.4,0.1,0.3,1463,66,26,bpm_basketball_reference
Brice Sensabaugh,2025-26,-2.6,0.4,-3,1762,75,22,bpm_basketball_reference
Bronny James,2025-26,-4.3,-3.4,-0.9,375,42,21,bpm_basketball_reference
Brook Lopez,2025-26,-0.9,-1.3,0.4,1635,75,37,bpm_basketball_reference
Brooks Barnhizer,2025-26,-3.1,-4.1,1,348,40,23,bpm_basketball_reference
Bruce Brown,2025-26,-2.4,-2.5,0.1,1998,82,29,bpm_basketball_reference
Bryce McGowens,2025-26,-2.8,-2,-0.9,880,42,23,bpm_basketball_reference
Bub Carrington,2025-26,-4.7,-2.2,-2.5,2271,82,20,bpm_basketball_reference
Buddy Boeheim,2025-26,-8.4,-3.8,-4.5,15,4,26,bpm_basketball_reference
Buddy Hield,2025-26,-1,-0.9,-0.1,819,51,33,bpm_basketball_reference
CJ Huntley,2025-26,-4.4,-3.9,-0.5,40,4,24,bpm_basketball_reference
CJ McCollum,2025-26,-0.3,1.4,-1.7,2264,76,34,bpm_basketball_reference
Cade Cunningham,2025-26,6.3,4.8,1.5,2172,64,24,bpm_basketball_reference
Caleb Houstan,2025-26,0.3,1.6,-1.2,75,18,23,bpm_basketball_reference
Caleb Love,2025-26,-3.1,-1.5,-1.6,1013,49,24,bpm_basketball_reference
Caleb Martin,2025-26,-2.2,-4,1.7,856,58,30,bpm_basketball_reference
Cam Christie,2025-26,-4.6,-3.5,-1.1,480,55,20,bpm_basketball_reference
Cam Spencer,2025-26,2.2,3,-0.8,1714,72,25,bpm_basketball_reference
Cam Thomas,2025-26,-5.2,-1.2,-3.9,881,42,24,bpm_basketball_reference
Cam Whitmore,2025-26,-3.3,-1.1,-2.1,354,21,21,bpm_basketball_reference
Cameron Johnson,2025-26,-0.6,0.3,-0.9,1647,54,29,bpm_basketball_reference
Cameron Payne,2025-26,0.3,-0.7,1,374,22,31,bpm_basketball_reference
Caris LeVert,2025-26,-0.4,-1.8,1.5,1154,60,31,bpm_basketball_reference
Carter Bryant,2025-26,-3,-3.1,0.2,818,71,20,bpm_basketball_reference
Cason Wallace,2025-26,1.2,-2.1,3.3,2046,77,22,bpm_basketball_reference
Cedric Coward,2025-26,-0.2,0.4,-0.6,1598,62,22,bpm_basketball_reference
Chaney Johnson,2025-26,0.1,-0.3,0.4,348,17,23,bpm_basketball_reference
Charles Bassey,2025-26,1.9,1.4,0.5,153,13,25,bpm_basketball_reference
Chaz Lanier,2025-26,-5.1,-3.8,-1.3,262,34,24,bpm_basketball_reference
Chet Holmgren,2025-26,4.2,2.4,1.9,1997,69,23,bpm_basketball_reference
Chris Boucher,2025-26,-3.1,-5.9,2.7,94,9,33,bpm_basketball_reference
Chris Livingston,2025-26,-2.7,-4.7,2.1,17,3,22,bpm_basketball_reference
Chris Mañon,2025-26,0.1,-4.6,4.7,46,9,24,bpm_basketball_reference
Chris Paul,2025-26,-4.2,-4,-0.2,228,16,40,bpm_basketball_reference
Chris Youngblood,2025-26,-2.3,-2.2,-0.1,185,34,23,bpm_basketball_reference
Christian Braun,2025-26,-1.2,-0.4,-0.9,1399,44,24,bpm_basketball_reference
Christian Koloko,2025-26,-4.7,-5.9,1.2,357,27,25,bpm_basketball_reference
Chucky Hepburn,2025-26,-23.8,-20.7,-3.1,13,2,22,bpm_basketball_reference
Clint Capela,2025-26,0.4,-0.5,0.9,926,75,31,bpm_basketball_reference
Coby White,2025-26,-1.3,0.6,-1.9,1249,50,25,bpm_basketball_reference
Cody Martin,2025-26,-8,-10.1,2.1,55,4,30,bpm_basketball_reference
Cody Williams,2025-26,-5.5,-3.6,-1.9,1631,67,21,bpm_basketball_reference
Colby Jones,2025-26,2.4,-3.2,5.7,7,1,23,bpm_basketball_reference
Cole Anthony,2025-26,-4.7,-3.9,-0.9,527,35,25,bpm_basketball_reference
Colin Castleton,2025-26,-7.7,-6.1,-1.5,21,4,25,bpm_basketball_reference
Collin Gillespie,2025-26,2.5,1.9,0.6,2282,80,26,bpm_basketball_reference
Collin Murray-Boyles,2025-26,1,-0.5,1.5,1246,57,20,bpm_basketball_reference
Collin Sexton,2025-26,0.6,1.1,-0.5,1614,68,27,bpm_basketball_reference
Cooper Flagg,2025-26,1.4,1,0.4,2344,70,19,bpm_basketball_reference
Corey Kispert,2025-26,-1.9,0.1,-2,1080,58,26,bpm_basketball_reference
Cormac Ryan,2025-26,-0.8,1,-1.8,271,11,27,bpm_basketball_reference
Craig Porter Jr.,2025-26,2,0,1.9,1148,64,25,bpm_basketball_reference
Curtis Jones,2025-26,-3.5,-3,-0.5,88,10,24,bpm_basketball_reference
D'Angelo Russell,2025-26,-2.3,-0.7,-1.6,495,26,29,bpm_basketball_reference
DaQuan Jeffries,2025-26,-0.2,0.9,-1.1,60,3,28,bpm_basketball_reference
DaRon Holmes,2025-26,-0.5,0.7,-1.2,210,25,23,bpm_basketball_reference
Daeqwon Plowden,2025-26,-4.4,-2.1,-2.3,844,32,27,bpm_basketball_reference
Dalano Banton,2025-26,-4,-5.3,1.3,62,6,26,bpm_basketball_reference
Dalen Terry,2025-26,-1.7,-2.4,0.8,551,48,23,bpm_basketball_reference
Dalton Knecht,2025-26,-3.6,-2.1,-1.6,553,54,24,bpm_basketball_reference
Daniel Gafford,2025-26,0.7,-0.5,1.2,1195,55,27,bpm_basketball_reference
Daniss Jenkins,2025-26,-0.7,-0.8,0.1,1455,72,24,bpm_basketball_reference
Danny Wolf,2025-26,-2.5,-2.2,-0.3,1187,57,21,bpm_basketball_reference
Dario Šarić,2025-26,-9,-6.7,-2.3,41,5,31,bpm_basketball_reference
Dariq Whitehead,2025-26,-8,-3.6,-4.4,183,6,21,bpm_basketball_reference
Darius Brown II,2025-26,-18.7,-16.3,-2.4,3,1,26,bpm_basketball_reference
Darius Garland,2025-26,-0.2,2.2,-2.4,1344,45,26,bpm_basketball_reference
David Jones García,2025-26,6.4,2.6,3.8,68,11,24,bpm_basketball_reference
David Roddy,2025-26,0,0.7,-0.7,73,5,24,bpm_basketball_reference
